GalaxyName,RadiusKpc,RadiusFraction,VnKms,VobsKms,aN_over_a0,LogKernelAlphaLn,RequiredS_tau,FixedTPGLogResidual,RequiredSLogResidual,Source,Guardrail
CamB,0.160000000,0.089385475,3.238958166,1.990000000,0.017707567,1.458473691,-0.264389348,-1.386657792,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,0.410000000,0.229050279,7.925783873,4.840000000,0.041377934,1.161198831,-0.335286981,-1.263869587,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,0.570000000,0.318435754,10.030996959,6.790000000,0.047673995,1.112378999,-0.290456931,-1.138043853,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,0.730000000,0.407821229,11.830135249,8.870000000,0.051775556,1.084074077,-0.230814392,-1.022299983,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,0.900000000,0.502793296,13.034297066,10.900000000,0.050980129,1.089375313,-0.150310640,-0.915686458,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,1.060000000,0.592178771,13.688038574,12.900000000,0.047735864,1.111933376,-0.051775880,-0.806898863,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,1.220000000,0.681564246,13.740656826,14.700000000,0.041794907,1.157733318,0.060305645,-0.701569877,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,1.470000000,0.821229050,13.845266339,16.800000000,0.035217093,1.217100555,0.175343861,-0.602764793,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
CamB,1.790000000,1.000000000,12.605639611,20.100000000,0.023974246,1.351607939,0.439864540,-0.388523811,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,0.490000000,0.082770270,9.473945852,13.800000000,0.049469090,1.099688994,0.415232344,-0.365666132,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,0.990000000,0.167229730,12.708377158,21.600000000,0.044056826,1.139540004,0.613990090,-0.230158935,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,1.480000000,0.250000000,14.212957117,28.900000000,0.036861702,1.201241055,0.860240233,-0.079333744,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,1.970000000,0.332770270,15.620761825,34.300000000,0.033450792,1.235009989,0.968247710,-0.017701259,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,2.470000000,0.417229730,16.430736441,38.200000000,0.029517890,1.278665775,1.036166786,0.020091676,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,2.960000000,0.500000000,17.446856450,42.000000000,0.027772238,1.300000315,1.082546244,0.045600872,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,3.460000000,0.584459459,18.568480013,44.600000000,0.026911928,1.311027057,1.069329426,0.038576299,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,3.950000000,0.667229730,18.733780985,46.300000000,0.023995068,1.351302720,1.088927868,0.049844073,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,4.440000000,0.750000000,18.224227007,47.400000000,0.020201493,1.411919606,1.133870054,0.075447418,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,4.940000000,0.834459459,17.617064171,48.200000000,0.016967128,1.473588812,1.178065185,0.100820977,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,5.430000000,0.917229730,16.926005140,47.400000000,0.014248768,1.535483894,1.172545370,0.099386520,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
DDO154,5.920000000,1.000000000,16.254334806,45.500000000,0.012052715,1.594960544,1.128086388,0.075781384,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,0.410000000,0.024595081,20.589690381,33.200000000,0.279244086,0.547897812,1.117831563,0.040861633,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,0.980000000,0.058788242,33.945958522,50.400000000,0.317554510,0.512237939,0.946264985,-0.018369262,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,1.780000000,0.106778644,44.420114250,53.900000000,0.299369498,0.528464101,0.403838706,-0.230825288,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,2.690000000,0.161367726,54.052915740,67.600000000,0.293328445,0.534125308,0.469227601,-0.204315891,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,3.360000000,0.201559688,58.851630819,81.700000000,0.278385067,0.548765138,0.707473524,-0.109423471,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,4.390000000,0.263347331,62.124894769,102.000000000,0.237429687,0.594331253,1.079959844,0.029371651,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,5.650000000,0.338932214,65.904752864,116.000000000,0.207612373,0.633861970,1.199181974,0.074433111,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,6.340000000,0.380323935,68.780131215,132.000000000,0.201513873,0.642772574,1.429990829,0.155501602,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,6.890000000,0.413317337,72.069670112,137.000000000,0.203588881,0.639705757,1.408363679,0.147830825,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,8.340000000,0.500299940,82.299641251,154.000000000,0.219330002,0.617572568,1.410702351,0.145659243,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,10.040000000,0.602279544,94.188704737,163.000000000,0.238633903,0.592860156,1.232277855,0.082918693,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,11.650000000,0.698860228,99.220343428,170.000000000,0.228214763,0.605890747,1.177371191,0.064776784,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,13.360000000,0.801439712,100.765123183,175.000000000,0.205249558,0.637277519,1.156030131,0.058958865,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,15.060000000,0.903419316,99.052241015,177.000000000,0.175942941,0.683879710,1.150693365,0.059401852,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO079-G014,16.670000000,1.000000000,96.726348789,178.000000000,0.151573123,0.730013779,1.150996277,0.061768332,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,0.250000000,0.025354970,12.252185519,20.900000000,0.162164329,0.708994494,0.995519881,-0.001860354,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,0.830000000,0.084178499,24.654833198,40.000000000,0.197785411,0.648376913,0.959935389,-0.015884615,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,1.380000000,0.139959432,36.269757374,51.500000000,0.257441421,0.570975162,0.735436119,-0.101099005,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,1.850000000,0.187626775,43.936278290,67.900000000,0.281801313,0.545334978,1.000155775,0.000054970,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,2.680000000,0.271805274,44.573216734,80.200000000,0.200207973,0.644721638,1.239739356,0.089819205,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,3.190000000,0.323529412,47.680675855,83.300000000,0.192469683,0.656583534,1.137766874,0.053164982,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,3.680000000,0.373225152,50.291608644,91.400000000,0.185614305,0.667564353,1.224452147,0.086043151,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,4.130000000,0.418864097,51.931756181,102.000000000,0.176353538,0.683166238,1.411246747,0.154365653,-0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,5.230000000,0.530425963,52.328883993,105.000000000,0.141400018,0.751830477,1.338785872,0.135750628,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,6.050000000,0.613590264,50.493588207,109.000000000,0.113811278,0.821160494,1.411039535,0.170027588,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,6.810000000,0.690669371,48.685626216,108.000000000,0.093998867,0.883552400,1.378881290,0.163587822,-0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,7.560000000,0.766734280,48.780180914,109.000000000,0.085002799,0.916795318,1.346553624,0.153369095,-0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,8.320000000,0.843813387,49.539530680,110.000000000,0.079661533,0.938381780,1.300588948,0.135855924,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,9.090000000,0.921906694,49.638324911,111.000000000,0.073204632,0.966652466,1.278820902,0.128434145,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
ESO116-G012,9.860000000,1.000000000,47.032811951,112.000000000,0.060588916,1.030488351,1.340448208,0.159377056,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,0.850000000,0.083088954,6.781154032,10.300000000,0.014610211,1.526594073,0.339917149,-0.508875583,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,1.140000000,0.111436950,8.478210306,12.900000000,0.017028317,1.472314526,0.354236494,-0.485426834,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,1.420000000,0.138807429,9.824360030,16.400000000,0.018356438,1.445747376,0.462957735,-0.381934435,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,1.710000000,0.167155425,11.332257057,18.600000000,0.020281727,1.410520945,0.454677644,-0.384334569,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,1.990000000,0.194525904,12.917755223,19.800000000,0.022645882,1.371661394,0.388415139,-0.436511521,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,2.280000000,0.222873900,13.847701975,26.100000000,0.022713747,1.370608051,0.645545065,-0.229330466,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,2.550000000,0.249266862,14.901070431,27.700000000,0.023515974,1.358394874,0.632310142,-0.237981888,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,2.840000000,0.277614858,15.648041411,29.700000000,0.023284657,1.361872204,0.659387209,-0.218653325,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,3.130000000,0.305962854,16.285274023,33.000000000,0.022883055,1.367994148,0.750274094,-0.155796950,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,3.410000000,0.333333333,16.760264019,34.800000000,0.022247209,1.377915139,0.781136353,-0.135617573,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,3.700000000,0.361681329,16.663158464,35.000000000,0.020266611,1.410784019,0.780021684,-0.137804155,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,3.980000000,0.389051808,16.478969931,39.000000000,0.018426602,1.444398760,0.946174157,-0.032322559,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,4.260000000,0.416422287,17.027627551,35.900000000,0.018380905,1.445276497,0.766869414,-0.148258083,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,4.550000000,0.444770283,18.928795524,40.000000000,0.021266831,1.393794186,0.798670665,-0.124684514,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,4.840000000,0.473118280,20.808565544,38.700000000,0.024160568,1.348886423,0.637422861,-0.233466460,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,5.120000000,0.500488759,21.945083732,41.800000000,0.025402282,1.331280459,0.679612347,-0.202064469,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,5.410000000,0.528836755,22.442609028,42.900000000,0.025143031,1.334882399,0.682863492,-0.200051040,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,5.680000000,0.555229717,23.337525576,44.400000000,0.025895809,1.324526515,0.681387131,-0.200339504,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,5.970000000,0.583577713,24.058496420,46.100000000,0.026183689,1.320647532,0.693722549,-0.191521521,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,6.260000000,0.611925709,25.109090983,49.000000000,0.027199183,1.307305515,0.727821014,-0.167490073,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,6.540000000,0.639296188,26.114640530,51.900000000,0.028161680,1.295123583,0.762391291,-0.143963998,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,6.830000000,0.667644184,26.374336958,53.100000000,0.027504934,1.303388404,0.777451105,-0.134595782,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
