GalaxyName,RadiusKpc,RadiusFraction,VnKms,VobsKms,aN_over_a0,LogKernelAlphaLn,RequiredS_tau,FixedTPGLogResidual,RequiredSLogResidual,Source,Guardrail
IC2574,7.100000000,0.694037146,26.770045760,54.000000000,0.027258885,1.306537104,0.778531251,-0.134046831,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,7.390000000,0.722385142,27.082474038,55.900000000,0.026804051,1.312435206,0.810756587,-0.113623595,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,7.680000000,0.750733138,27.853005224,58.800000000,0.027280424,1.306260310,0.850582982,-0.088426313,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,7.960000000,0.778103617,28.420460060,57.300000000,0.027404214,1.304673813,0.778856092,-0.133747840,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,8.250000000,0.806451613,28.856759174,54.000000000,0.027258966,1.306536069,0.666887069,-0.209107068,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,8.520000000,0.832844575,28.726727102,63.800000000,0.026157782,1.320994826,0.924249085,-0.044070655,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,8.810000000,0.861192571,28.872028851,60.500000000,0.025553295,1.329199661,0.824145343,-0.105754617,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,9.100000000,0.889540567,29.133738174,61.000000000,0.025189482,1.334234231,0.819790401,-0.108706911,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,9.380000000,0.916911046,29.728049886,66.000000000,0.025444751,1.330693996,0.916909109,-0.048602374,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,9.670000000,0.945259042,30.834816361,65.200000000,0.026553665,1.315726108,0.847055390,-0.090908276,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,9.960000000,0.973607038,31.211420987,67.100000000,0.026414108,1.317574183,0.872705363,-0.075121069,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
IC2574,10.230000000,1.000000000,32.023262638,67.500000000,0.027072211,1.308945505,0.846362728,-0.091125927,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,1.230000000,0.091111111,23.758103881,28.700000000,0.123932911,0.793745626,0.262059851,-0.395332528,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,1.840000000,0.136296296,29.667843703,37.600000000,0.129188052,0.780474601,0.342567774,-0.339939664,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,2.460000000,0.182222222,33.751662181,43.100000000,0.125061442,0.790843599,0.350226197,-0.338193462,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,3.070000000,0.227407407,37.092406231,50.100000000,0.121031899,0.801342266,0.437616722,-0.287923347,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,3.680000000,0.272592593,40.157989242,58.100000000,0.118348922,0.808549729,0.552576508,-0.223181011,-0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,4.300000000,0.318518519,42.909190158,64.600000000,0.115637951,0.816018290,0.619477527,-0.187517967,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,4.910000000,0.363703704,44.677378504,68.500000000,0.109789822,0.832808915,0.640260195,-0.178483271,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,5.520000000,0.408888889,46.017228839,72.300000000,0.103602457,0.851678649,0.670617577,-0.164284342,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,6.140000000,0.454814815,47.031850378,74.200000000,0.097293532,0.872233017,0.662270595,-0.171192735,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,6.750000000,0.500000000,47.813948279,78.900000000,0.091468941,0.892540890,0.728421635,-0.137056486,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,7.370000000,0.545925926,48.564917893,82.400000000,0.086426323,0.911288408,0.764519787,-0.119093553,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,7.980000000,0.591111111,49.191657829,84.300000000,0.081893274,0.929178342,0.768103572,-0.118436371,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,8.590000000,0.636296296,49.953824178,85.400000000,0.078453537,0.943479656,0.752087042,-0.128232965,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,9.210000000,0.682222222,50.186193819,85.300000000,0.073854523,0.963688521,0.726034005,-0.144390114,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,9.820000000,0.727407407,49.957786180,86.800000000,0.068637758,0.988306991,0.746192133,-0.134855269,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,10.430000000,0.772592593,49.514048007,85.400000000,0.063480563,1.014684696,0.714274142,-0.155373031,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,11.050000000,0.818518519,48.583487936,85.400000000,0.057687712,1.047166639,0.723665975,-0.152394328,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,11.660000000,0.863703704,47.732736670,86.200000000,0.052771851,1.077553404,0.747887290,-0.140138241,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,12.280000000,0.909629630,47.469570780,86.100000000,0.049556480,1.099083572,0.740429157,-0.146080334,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,12.890000000,0.954814815,47.481534305,87.400000000,0.047235094,1.115557777,0.753628004,-0.139164103,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC0055,13.500000000,1.000000000,47.766432774,86.500000000,0.045643618,1.127348673,0.719293986,-0.161055185,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,0.220000000,0.036666667,24.166778850,50.200000000,0.716940416,0.314390312,3.426415177,0.457663194,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,0.660000000,0.110000000,34.432496279,62.200000000,0.485133530,0.402780886,2.002163209,0.252897608,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,1.110000000,0.185000000,35.422106798,72.400000000,0.305276944,0.523062409,1.995787352,0.294147138,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,1.550000000,0.258333333,32.818635712,73.200000000,0.187662526,0.664234962,1.852416895,0.292833369,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,2.000000000,0.333333333,30.296103710,72.900000000,0.123940080,0.793727100,1.771704677,0.293773891,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,2.450000000,0.408333333,27.731326149,72.600000000,0.084770238,0.917704429,1.763070860,0.311273379,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,2.890000000,0.481666667,25.527032730,71.500000000,0.060893514,1.028786437,1.750559877,0.322521652,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,3.340000000,0.556666667,23.667570640,71.100000000,0.045292793,1.130005576,1.773540458,0.343856956,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,3.780000000,0.630000000,22.151270844,71.400000000,0.035056916,1.218685966,1.824334920,0.373487887,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,4.220000000,0.703333333,21.277636147,71.500000000,0.028973604,1.285175480,1.836586303,0.385598057,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,4.660000000,0.776666667,20.613335489,71.500000000,0.024625147,1.342193022,1.839249881,0.392671550,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,5.110000000,0.851666667,20.115203206,71.300000000,0.021384355,1.391851661,1.828199590,0.393352600,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,5.560000000,0.926666667,19.636593391,71.800000000,0.018729480,1.438636603,1.846497367,0.405050527,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC1705,6.000000000,1.000000000,19.842703949,71.500000000,0.017722242,1.458180666,1.785334023,0.382439560,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC2366,0.120000000,0.019801980,2.754931941,4.200000000,0.017080820,1.471224843,0.356531887,-0.483022129,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC2366,0.360000000,0.059405941,7.901841558,9.410000000,0.046840588,1.118441463,0.170649647,-0.576003547,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC2366,0.590000000,0.097359736,11.361342350,15.300000000,0.059084762,1.039027437,0.333650339,-0.414836690,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
NGC2366,0.830000000,0.136963696,14.532972855,18.400000000,0.068722514,0.987891277,0.269347909,-0.451143810,0.000000000,local_raw_sparc_rotmod_derived_no_raw_redistribution,paper3_seed_candidate_search_not_tau_core_validation
