GalaxyName,Class,Family,NPoints,RMSLog,ImprovementVsFixedS1,Coefficients,FitUse,Guardrail
UGC03580,C,linear_acceleration,47,0.196524725,-0.003459437,-0.100630607;0.880277941,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC03580,C,quadratic_acceleration,47,0.178815750,0.014249538,-0.387148874;1.919741128;-0.616372881,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC03580,C,radius_plus_acceleration,47,0.180371504,0.012693784,-0.257710752;-1.694116817;1.897144772,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04305,C,galaxy_constant,22,0.215375458,0.396125793,0.158546824,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04305,C,linear_radius,22,0.214694008,0.396807242,0.278665838;-0.235685461,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04305,C,quadratic_radius,22,0.180737081,0.430764169,0.038449755;1.256732354;-1.467536833,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04305,C,linear_acceleration,22,0.167001992,0.444499258,1.072017064;-0.758351376,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04305,C,quadratic_acceleration,22,0.164762770,0.446738480,1.693023625;-1.703701562;0.349937196,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04305,C,radius_plus_acceleration,22,0.125944517,0.485556733,1.603021264;-0.424362395;-1.019631612,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04325,C,galaxy_constant,8,0.168113013,0.195968430,1.669758751,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04325,C,linear_radius,8,0.128408685,0.235672757,2.282408486;-1.089304653,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04325,C,quadratic_radius,8,0.125672656,0.238408787,2.195947937;-0.653848085;-0.387910167,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04325,C,linear_acceleration,8,0.165393005,0.198688438,2.020703004;-0.370266278,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04325,C,quadratic_acceleration,8,0.165447782,0.198633660,0.095547541;3.716650304;-2.153955738,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04325,C,radius_plus_acceleration,8,0.125130122,0.238951320,2.668131845;-1.090219352;-0.406417453,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04499,C,galaxy_constant,9,0.088718578,0.023494485,0.831557559,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04499,C,linear_radius,9,0.093930002,0.018283061,0.729629727;0.166944780,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04499,C,quadratic_radius,9,0.070312352,0.041900711,0.343885420;1.922878487;-1.517961815,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04499,C,linear_acceleration,9,0.093617191,0.018595871,0.181544037;0.574464899,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04499,C,quadratic_acceleration,9,0.048946266,0.063266797,-11.099392674;21.228830633;-9.341974461,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC04499,C,radius_plus_acceleration,9,0.072623953,0.039589109,-3.550685815;-1.819828216;4.854866416,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05253,C,galaxy_constant,73,0.131861178,0.002294243,1.041810405,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05253,C,linear_radius,73,0.128383791,0.005771631,1.178842108;-0.203027553,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05253,C,quadratic_radius,73,0.128202415,0.005953006,1.085263267;0.191662481;-0.330519674,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05253,C,linear_acceleration,73,0.129629530,0.004525892,1.122987462;-0.092285518,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05253,C,quadratic_acceleration,73,0.127304378,0.006851044,1.126384460;0.147241814;-0.225026468,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05253,C,radius_plus_acceleration,73,0.127651015,0.006504407,1.231621824;-0.689790083;0.313491641,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05716,A,galaxy_constant,12,0.180815584,-0.052776203,1.159383490,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05716,A,linear_radius,12,0.146077757,-0.018038376,1.429074429;-0.454942024,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05716,A,quadratic_radius,12,0.144940097,-0.016900716,1.491325777;-0.745733308;0.255657711,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05716,A,linear_acceleration,12,0.149649733,-0.021610352,2.440930746;-0.850605062,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05716,A,quadratic_acceleration,12,0.149509897,-0.021470517,2.880353280;-1.458143560;0.207952401,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05716,A,radius_plus_acceleration,12,0.146887516,-0.018848135,0.949402175;-0.633451724;0.388611170,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05764,A,galaxy_constant,10,0.204065456,0.029038466,1.676703753,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05764,A,linear_radius,10,0.140552389,0.092551533,2.394549469;-1.376287536,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05764,A,quadratic_radius,10,0.144023536,0.089080386,2.491096441;-1.905928238;0.491960734,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05764,A,linear_acceleration,10,0.206028000,0.027075922,-1.005720081;1.854163507,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05764,A,quadratic_acceleration,10,0.196430802,0.036673119,11.156754435;-14.085910082;5.146918329,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05764,A,radius_plus_acceleration,10,0.145633458,0.087470463,1.634695439;-1.237426582;0.475167871,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05829,C,galaxy_constant,11,0.191085975,-0.052171179,1.095712668,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05829,C,linear_radius,11,0.193387951,-0.054473154,1.461899290;-0.798848354,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05829,C,quadratic_radius,11,0.193340813,-0.054426016,1.463924784;-0.810434807;0.011258152,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05829,C,linear_acceleration,11,0.191039513,-0.052124717,-0.273775149;0.860828533,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05829,C,quadratic_acceleration,11,0.192716028,-0.053801231,-4.285375593;5.970588115;-1.584385207,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05829,C,radius_plus_acceleration,11,0.192640040,-0.053725243,0.961742173;-0.579453862;0.251171938,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05918,C,galaxy_constant,8,0.242910850,-0.100173342,1.185348559,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05918,C,linear_radius,8,0.226540774,-0.083803266,1.506163869;-0.587943657,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05918,C,quadratic_radius,8,0.225602266,-0.082864759,1.380264183;0.030397265;-0.553982109,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05918,C,linear_acceleration,8,0.231385335,-0.088647828,-2.883235379;2.438340931,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05918,C,quadratic_acceleration,8,0.227270949,-0.084533441,51.589714021;-62.776015707;19.484100435,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC05918,C,radius_plus_acceleration,8,0.225977022,-0.083239514,-1.003883219;-0.339622608;1.423089778,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06446,C,galaxy_constant,17,0.160032787,0.035844218,1.330995003,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06446,C,linear_radius,17,0.077007569,0.118869435,1.785418161;-0.802318182,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06446,C,quadratic_radius,17,0.077964157,0.117912847,1.740079490;-0.581546036;-0.199763411,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06446,C,linear_acceleration,17,0.102874417,0.093002587,3.215219585;-1.474692261,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06446,C,quadratic_acceleration,17,0.101361030,0.094515974,-0.794888440;5.124299480;-2.684100640,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06446,C,radius_plus_acceleration,17,0.080497797,0.115379207,0.572144598;-1.255912162;1.150642246,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06818,C,galaxy_constant,8,0.205964890,0.055179271,0.756273124,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06818,C,linear_radius,8,0.108017234,0.153126927,-0.056337460;1.277482751,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06818,C,quadratic_radius,8,0.108032801,0.153111360,-0.283932596;2.278316548;-0.848397518,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06818,C,linear_acceleration,8,0.089933176,0.171210985,-1.976484276;2.289522445,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06818,C,quadratic_acceleration,8,0.085307610,0.175836551,-5.492862750;8.490639738;-2.678699416,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06818,C,radius_plus_acceleration,8,0.070305206,0.190838955,-5.556905449;-2.520137147;6.632283327,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06917,C,galaxy_constant,11,0.107966418,0.041715822,1.127714978,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06917,C,linear_radius,11,0.105062830,0.044619410,1.167502297;-0.061425454,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06917,C,quadratic_radius,11,0.104170952,0.045511288,0.802127736;1.376333506;-1.173219974,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06917,C,linear_acceleration,11,0.109033211,0.040649029,1.082020924;0.047654969,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06917,C,quadratic_acceleration,11,0.101870806,0.047811434,-2.565818199;8.443527645;-4.702886978,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06917,C,radius_plus_acceleration,11,0.103097841,0.046584399,-0.408319512;-1.298980659;2.479452622,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06973,C,galaxy_constant,9,0.209971917,-0.009915330,0.683210403,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06973,C,linear_radius,9,0.197971310,0.002085277,-2.857925375;4.120184081,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06973,C,quadratic_radius,9,0.195492151,0.004564437,-9.682089862;23.379104067;-12.785127940,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06973,C,linear_acceleration,9,0.196270337,0.003786250,0.402955891;3.709051575,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06973,C,quadratic_acceleration,9,0.195010938,0.005045649,0.749113757;2.260215599;-6.085270430,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC06973,C,radius_plus_acceleration,9,0.195031219,0.005025369,13.011613375;-15.793579752;16.484416227,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07323,C,galaxy_constant,10,0.100955021,-0.037266797,0.712595647,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07323,C,linear_radius,10,0.089598528,-0.025910304,0.534885343;0.324764692,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07323,C,quadratic_radius,10,0.089493630,-0.025805407,0.522848302;0.386162760;-0.056071810,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07323,C,linear_acceleration,10,0.101174670,-0.037486446,0.443427804;0.308222455,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07323,C,quadratic_acceleration,10,0.097298904,-0.033610680,-48.283341360;109.523780083;-61.090508862,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07323,C,radius_plus_acceleration,10,0.089399223,-0.025710999,-0.279879632;0.343811769;0.921047653,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07399,C,galaxy_constant,10,0.139281585,0.306402074,2.027977095,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07399,C,linear_radius,10,0.122557054,0.323126604,2.177350473;-0.231311655,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07399,C,quadratic_radius,10,0.125052229,0.320631430,2.029778061;0.398308857;-0.530643773,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07399,C,linear_acceleration,10,0.125244658,0.320439000,2.330440334;-0.273982621,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07399,C,quadratic_acceleration,10,0.125259590,0.320424068,0.259956680;4.001633665;-2.114321581,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07399,C,radius_plus_acceleration,10,0.125543830,0.320139828,1.437914649;-0.987775746;1.112310055,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07577,C,galaxy_constant,9,0.225766634,0.637758983,0.258442258,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07577,C,linear_radius,9,0.245636739,0.617888879,0.431366243;-0.359412606,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07577,C,quadratic_radius,9,0.190788155,0.672737463,0.888419205;-2.976030437;2.471286239,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07577,C,linear_acceleration,9,0.204547124,0.658978493,-0.797495570;0.580807680,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07577,C,quadratic_acceleration,9,0.192812969,0.670712649,1.606512704;-1.945176435;0.638288973,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07577,C,radius_plus_acceleration,9,0.170693741,0.692831876,-1.672604436;0.500075896;0.929812041,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07603,C,galaxy_constant,12,0.085848393,0.080662563,1.340985573,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07603,C,linear_radius,12,0.120149596,0.046361360,0.895874447;0.683367779,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07603,C,quadratic_radius,12,0.105660957,0.060849999,0.456982659;2.654022740;-1.693498213,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07603,C,linear_acceleration,12,0.121983550,0.044527406,0.444732184;0.749948516,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07603,C,quadratic_acceleration,12,0.109967229,0.056543727,-2.979909437;7.041170657;-2.758779188,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC07603,C,radius_plus_acceleration,12,0.112209177,0.054301779,1.948282371;2.096848046;-1.650991137,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08490,C,galaxy_constant,30,0.191897151,0.022693953,1.379117542,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08490,C,linear_radius,30,0.169371693,0.045219412,1.550867619;-0.259638179,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08490,C,quadratic_radius,30,0.165641461,0.048949643,1.657251470;-0.703775745;0.375562669,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08490,C,linear_acceleration,30,0.167370612,0.047220492,1.685581480;-0.220201309,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08490,C,quadratic_acceleration,30,0.165818055,0.048773049,1.913597904;-0.627946363;0.167502166,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08490,C,radius_plus_acceleration,30,0.167231686,0.047359418,1.704066589;0.039386510;-0.252203735,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08837,C,galaxy_constant,8,0.203802635,0.318908712,0.376459801,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08837,C,linear_radius,8,0.067731316,0.454980031,0.042104298;0.652034683,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08837,C,quadratic_radius,8,0.050833384,0.471877963,-0.074775419;1.257262018;-0.552580389,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08837,C,linear_acceleration,8,0.094752954,0.427958393,1.943151840;-1.143432587,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08837,C,quadratic_acceleration,8,0.082247201,0.440464146,-7.681825020;12.800469398;-4.990607060,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC08837,C,radius_plus_acceleration,8,0.066212890,0.456498457,0.199660091;0.608655187;-0.098755441,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC12632,C,galaxy_constant,15,0.149098916,-0.035663976,1.097497127,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC12632,C,linear_radius,15,0.117855846,-0.004420906,1.377578682;-0.517476573,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC12632,C,quadratic_radius,15,0.112887602,0.000547337,1.169869506;0.566063971;-1.009936024,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC12632,C,linear_acceleration,15,0.143545125,-0.030110185,3.170616165;-1.446391777,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC12632,C,quadratic_acceleration,15,0.137493636,-0.024058696,104.474432172;-144.053261579;50.151332919,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
UGC12632,C,radius_plus_acceleration,15,0.118054437,-0.004619497,-0.148949306;-0.592894470;1.093520705,in_sample_shape_diagnostic_not_model_selection,paper3_seed_candidate_search_not_tau_core_validation
