Galaxy,StellarMassVariant,RadiusKpc,VobsKms,ErrVobsKms,VbarKms,Model,VmodelKms,LogResidual,aN_over_a0,TPGLogKernel,RequiredS_tauDiagnostic,RadiusMatching,EndpointUse,ForbiddenUse,Guardrail
DDO126,kinematic,0.530000000,12.550000000,2.630000000,10.444600672,EmpiricalRARLike,22.789956477,-0.259099770,0.055587356,1.059802868,0.190203082,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.530000000,12.550000000,2.630000000,10.444600672,FixedTPG_S1,21.513818422,-0.234073773,0.055587356,1.059802868,0.190203082,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.530000000,11.285400000,2.630000000,10.444600672,NewtonianBaryonic,10.444600672,0.033625117,0.055587356,1.059802868,0.075958333,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.530000000,11.285400000,2.630000000,10.444600672,MONDSimpleMu,22.813256565,-0.305670328,0.055587356,1.059802868,0.075958333,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.530000000,11.285400000,2.630000000,10.444600672,EmpiricalRARLike,22.789956477,-0.305226539,0.055587356,1.059802868,0.075958333,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.530000000,11.285400000,2.630000000,10.444600672,FixedTPG_S1,21.513818422,-0.280200542,0.055587356,1.059802868,0.075958333,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,12.110000000,2.960000000,11.920656137,NewtonianBaryonic,11.920656137,0.006843983,0.057278776,1.049588476,0.015133243,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,12.110000000,2.960000000,11.920656137,MONDSimpleMu,25.865746506,-0.329580874,0.057278776,1.049588476,0.015133243,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,12.110000000,2.960000000,11.920656137,EmpiricalRARLike,25.838579658,-0.329124494,0.057278776,1.049588476,0.015133243,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,12.110000000,2.960000000,11.920656137,FixedTPG_S1,24.432439443,-0.304822688,0.057278776,1.049588476,0.015133243,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,13.930100000,2.960000000,11.920656137,NewtonianBaryonic,11.920656137,0.067654074,0.057278776,1.049588476,0.160604113,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,13.930100000,2.960000000,11.920656137,MONDSimpleMu,25.865746506,-0.268770783,0.057278776,1.049588476,0.160604113,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,13.930100000,2.960000000,11.920656137,EmpiricalRARLike,25.838579658,-0.268314403,0.057278776,1.049588476,0.160604113,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.670000000,13.930100000,2.960000000,11.920656137,FixedTPG_S1,24.432439443,-0.244012597,0.057278776,1.049588476,0.160604113,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,14.360000000,3.040000000,12.867832895,NewtonianBaryonic,12.867832895,0.047649028,0.055897070,1.057908247,0.109613500,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,14.360000000,3.040000000,12.867832895,MONDSimpleMu,28.071674714,-0.291113883,0.055897070,1.057908247,0.109613500,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,14.360000000,3.040000000,12.867832895,EmpiricalRARLike,28.042854927,-0.290667785,0.055897070,1.057908247,0.109613500,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,14.360000000,3.040000000,12.867832895,FixedTPG_S1,26.480819428,-0.265776980,0.055897070,1.057908247,0.109613500,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,16.215900000,3.040000000,12.867832895,NewtonianBaryonic,12.867832895,0.100435645,0.055897070,1.057908247,0.245946552,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,16.215900000,3.040000000,12.867832895,MONDSimpleMu,28.071674714,-0.238327265,0.055897070,1.057908247,0.245946552,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,16.215900000,3.040000000,12.867832895,EmpiricalRARLike,28.042854927,-0.237881168,0.055897070,1.057908247,0.245946552,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.800000000,16.215900000,3.040000000,12.867832895,FixedTPG_S1,26.480819428,-0.212990362,0.055897070,1.057908247,0.245946552,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,16.760000000,2.690000000,13.815009652,NewtonianBaryonic,13.815009652,0.083922822,0.055422696,1.060814680,0.200952384,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,16.760000000,2.690000000,13.815009652,MONDSimpleMu,30.194722969,-0.255657035,0.055422696,1.060814680,0.200952384,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,16.760000000,2.690000000,13.815009652,EmpiricalRARLike,30.163969179,-0.255214474,0.055422696,1.060814680,0.200952384,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,16.760000000,2.690000000,13.815009652,FixedTPG_S1,28.470174701,-0.230116118,0.055422696,1.060814680,0.200952384,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,18.333300000,2.690000000,13.815009652,NewtonianBaryonic,13.815009652,0.122889452,0.055422696,1.060814680,0.308307026,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,18.333300000,2.690000000,13.815009652,MONDSimpleMu,30.194722969,-0.216690404,0.055422696,1.060814680,0.308307026,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,18.333300000,2.690000000,13.815009652,EmpiricalRARLike,30.163969179,-0.216247843,0.055422696,1.060814680,0.308307026,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,0.930000000,18.333300000,2.690000000,13.815009652,FixedTPG_S1,28.470174701,-0.191149487,0.055422696,1.060814680,0.308307026,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,19.450000000,3.120000000,15.088627644,NewtonianBaryonic,15.088627644,0.110269864,0.058004518,1.045302830,0.276523025,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,19.450000000,3.120000000,15.088627644,MONDSimpleMu,32.649046629,-0.224950898,0.058004518,1.045302830,0.276523025,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,19.450000000,3.120000000,15.088627644,EmpiricalRARLike,32.614350464,-0.224489128,0.058004518,1.045302830,0.276523025,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,19.450000000,3.120000000,15.088627644,FixedTPG_S1,30.860812814,-0.200487755,0.058004518,1.045302830,0.276523025,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,20.284700000,3.120000000,15.088627644,NewtonianBaryonic,15.088627644,0.128518848,0.058004518,1.045302830,0.329445305,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,20.284700000,3.120000000,15.088627644,MONDSimpleMu,32.649046629,-0.206701915,0.058004518,1.045302830,0.329445305,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,20.284700000,3.120000000,15.088627644,EmpiricalRARLike,32.614350464,-0.206240145,0.058004518,1.045302830,0.329445305,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.060000000,20.284700000,3.120000000,15.088627644,FixedTPG_S1,30.860812814,-0.182238771,0.058004518,1.045302830,0.329445305,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,19.990000000,3.060000000,16.839892518,NewtonianBaryonic,16.839892518,0.074473479,0.063821292,1.012872898,0.184684780,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,19.990000000,3.060000000,16.839892518,MONDSimpleMu,35.682421247,-0.251641522,0.063821292,1.012872898,0.184684780,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,19.990000000,3.060000000,16.839892518,EmpiricalRARLike,35.640977027,-0.251136807,0.063821292,1.012872898,0.184684780,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,19.990000000,3.060000000,16.839892518,FixedTPG_S1,33.896563263,-0.229342874,0.063821292,1.012872898,0.184684780,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,22.208400000,3.060000000,16.839892518,NewtonianBaryonic,16.839892518,0.120177956,0.063821292,1.012872898,0.314745331,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,22.208400000,3.060000000,16.839892518,MONDSimpleMu,35.682421247,-0.205937045,0.063821292,1.012872898,0.314745331,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,22.208400000,3.060000000,16.839892518,EmpiricalRARLike,35.640977027,-0.205432330,0.063821292,1.012872898,0.314745331,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.200000000,22.208400000,3.060000000,16.839892518,FixedTPG_S1,33.896563263,-0.183638397,0.063821292,1.012872898,0.314745331,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,22.550000000,2.680000000,18.466067044,NewtonianBaryonic,18.466067044,0.086772138,0.069241327,0.985358426,0.224445014,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,22.550000000,2.680000000,18.466067044,MONDSimpleMu,38.438909625,-0.231624514,0.069241327,0.985358426,0.224445014,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,22.550000000,2.680000000,18.466067044,EmpiricalRARLike,38.390761704,-0.231080183,0.069241327,0.985358426,0.224445014,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,22.550000000,2.680000000,18.466067044,FixedTPG_S1,36.661761793,-0.211066785,0.069241327,0.985358426,0.224445014,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,23.840000000,2.680000000,18.466067044,NewtonianBaryonic,18.466067044,0.110931843,0.069241327,0.985358426,0.295340905,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,23.840000000,2.680000000,18.466067044,MONDSimpleMu,38.438909625,-0.207464809,0.069241327,0.985358426,0.295340905,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,23.840000000,2.680000000,18.466067044,EmpiricalRARLike,38.390761704,-0.206920478,0.069241327,0.985358426,0.295340905,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.330000000,23.840000000,2.680000000,18.466067044,FixedTPG_S1,36.661761793,-0.186907080,0.069241327,0.985358426,0.295340905,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,23.890000000,2.790000000,19.504799174,NewtonianBaryonic,19.504799174,0.088074667,0.070371745,0.979909006,0.229436366,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,23.890000000,2.790000000,19.504799174,MONDSimpleMu,40.458536414,-0.228794018,0.070371745,0.979909006,0.229436366,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,23.890000000,2.790000000,19.504799174,EmpiricalRARLike,40.407094373,-0.228241472,0.070371745,0.979909006,0.229436366,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,23.890000000,2.790000000,19.504799174,FixedTPG_S1,38.617727550,-0.208570564,0.070371745,0.979909006,0.229436366,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,25.334200000,2.790000000,19.504799174,NewtonianBaryonic,19.504799174,0.113565712,0.070371745,0.979909006,0.304997785,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,25.334200000,2.790000000,19.504799174,MONDSimpleMu,40.458536414,-0.203302973,0.070371745,0.979909006,0.304997785,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,25.334200000,2.790000000,19.504799174,EmpiricalRARLike,40.407094373,-0.202750427,0.070371745,0.979909006,0.304997785,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.460000000,25.334200000,2.790000000,19.504799174,FixedTPG_S1,38.617727550,-0.183079519,0.070371745,0.979909006,0.304997785,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,25.870000000,2.520000000,20.623433776,NewtonianBaryonic,20.623433776,0.098435452,0.071791029,0.973197670,0.261404538,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,25.870000000,2.520000000,20.623433776,MONDSimpleMu,42.593973671,-0.216551729,0.071791029,0.973197670,0.261404538,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,25.870000000,2.520000000,20.623433776,EmpiricalRARLike,42.538808348,-0.215988891,0.071791029,0.973197670,0.261404538,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,25.870000000,2.520000000,20.623433776,FixedTPG_S1,40.694111476,-0.196735142,0.071791029,0.973197670,0.261404538,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,26.803000000,2.520000000,20.623433776,NewtonianBaryonic,20.623433776,0.113822430,0.071791029,0.973197670,0.307890262,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,26.803000000,2.520000000,20.623433776,MONDSimpleMu,42.593973671,-0.201164752,0.071791029,0.973197670,0.307890262,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,26.803000000,2.520000000,20.623433776,EmpiricalRARLike,42.538808348,-0.200601913,0.071791029,0.973197670,0.307890262,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.600000000,26.803000000,2.520000000,20.623433776,FixedTPG_S1,40.694111476,-0.181348164,0.071791029,0.973197670,0.307890262,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.730000000,27.630000000,1.660000000,21.117821852,NewtonianBaryonic,21.117821852,0.116731763,0.069617809,0.983533057,0.313536560,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.730000000,27.630000000,1.660000000,21.117821852,MONDSimpleMu,43.907017024,-0.201153048,0.069617809,0.983533057,0.313536560,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.730000000,27.630000000,1.660000000,21.117821852,EmpiricalRARLike,43.851743396,-0.200605979,0.069617809,0.983533057,0.313536560,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
DDO126,kinematic,1.730000000,27.630000000,1.660000000,21.117821852,FixedTPG_S1,41.887897728,-0.180707680,0.069617809,0.983533057,0.313536560,linear_interpolation_to_Vobs_radius,preregistered_DDO126_public_only_expansion_test,endpoint_tuning_or_tau_validation_claim,tau_signal_ddo126_scoring_pilot_not_tau_core_validation
