GalaxyName,ClassAuditOnly,SPARC_RadiusKpc,SPARC_RadiusFraction,THINGS_RingIndex,THINGS_RingFractionCenter,RadiusFractionDelta,StressDispersion,StressVelocityAsymmetry,RankStressTHINGS,S_tau_things_frozen,GeometryMode,AbsResidualProjection,AbsResidualMONDSimple,AbsResidualRAR,ProjectionMinusMONDAbs,ProjectionMinusRARAbs
NGC2976,C,0.11,0.0484581,0,0.041666667,0.006791433,3.035747438,0.446518206,1.000000000,0.000000000,things_global_pa_inclination_elliptical_annuli,0.745539797924,0.762667411112,0.759718059139,-0.0171276131879,-0.0141782612142
NGC2976,C,0.17,0.0748899,0,0.041666667,0.033223233,3.035747438,0.446518206,1.000000000,0.000000000,things_global_pa_inclination_elliptical_annuli,0.654975891616,0.670858504178,0.667690612903,-0.0158826125623,-0.0127147212871
NGC2976,C,0.24,0.105727,1,0.125000000,0.019273000,2.483310053,0.581798369,0.989473684,0.010526316,things_global_pa_inclination_elliptical_annuli,0.480908015418,0.495223042755,0.491680121272,-0.0143150273376,-0.0107721058549
NGC2976,C,0.31,0.136564,1,0.125000000,0.011564000,2.483310053,0.581798369,0.989473684,0.010526316,things_global_pa_inclination_elliptical_annuli,0.288233860633,0.301801078314,0.298002312398,-0.0135672176807,-0.00976845176556
NGC2976,C,0.38,0.167401,2,0.208333333,0.040932333,1.744037717,0.643520738,0.926315789,0.073684211,things_global_pa_inclination_elliptical_annuli,0.130286148187,0.143469547649,0.139500021417,-0.0131833994626,-0.00921387323018
NGC2976,C,0.45,0.198238,2,0.208333333,0.010095333,1.744037717,0.643520738,0.926315789,0.073684211,things_global_pa_inclination_elliptical_annuli,0.134754119222,0.147649629309,0.14352043097,-0.012895510087,-0.00876631174804
NGC2976,C,0.52,0.229075,2,0.208333333,0.020741667,1.744037717,0.643520738,0.926315789,0.073684211,things_global_pa_inclination_elliptical_annuli,0.223813633404,0.236448731152,0.232133248935,-0.0126350977477,-0.00831961553054
NGC2976,C,0.59,0.259912,3,0.291666667,0.031754667,1.032940946,0.833401594,0.631578947,0.368421053,things_global_pa_inclination_elliptical_annuli,0.204857477953,0.217291501861,0.212776336424,-0.0124340239078,-0.00791885847085
NGC2976,C,0.66,0.290749,3,0.291666667,0.000917667,1.032940946,0.833401594,0.631578947,0.368421053,things_global_pa_inclination_elliptical_annuli,0.16321604285,0.175525627371,0.170825146055,-0.012309584521,-0.00760910320478
NGC2976,C,0.73,0.321586,3,0.291666667,0.029919333,1.032940946,0.833401594,0.631578947,0.368421053,things_global_pa_inclination_elliptical_annuli,0.123340605728,0.135580992777,0.130708618507,-0.0122403870497,-0.00736801277918
NGC2976,C,0.8,0.352423,4,0.375000000,0.022577000,1.081399770,1.083069308,0.800000000,0.200000000,things_global_pa_inclination_elliptical_annuli,0.0964768094756,0.108687915335,0.103657879794,-0.0122111058592,-0.00718107031885
NGC2976,C,0.87,0.38326,4,0.375000000,0.008260000,1.081399770,1.083069308,0.800000000,0.200000000,things_global_pa_inclination_elliptical_annuli,0.0808040738047,0.0930146940604,0.0878269838332,-0.0122106202556,-0.00702291002847
NGC2976,C,0.94,0.414097,4,0.375000000,0.039097000,1.081399770,1.083069308,0.800000000,0.200000000,things_global_pa_inclination_elliptical_annuli,0.0693745187549,0.0816210184715,0.0762322166505,-0.0122464997166,-0.00685769789559
NGC2976,C,1.01,0.444934,5,0.458333333,0.013399333,0.891897495,1.329856717,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.12524693415,0.137612694962,0.131920358003,-0.0123657608117,-0.00667342385284
NGC2976,C,1.08,0.475771,5,0.458333333,0.017437667,0.891897495,1.329856717,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.138239171195,0.150808511623,0.144782020811,-0.0125693404278,-0.00654284961534
NGC2976,C,1.14,0.502203,6,0.541666667,0.039463667,0.505674897,1.407490692,1.000000000,0.000000000,things_global_pa_inclination_elliptical_annuli,0.0768930450513,0.0896751489342,0.0833721225356,-0.012782103883,-0.00647907748437
NGC2976,C,1.21,0.53304,6,0.541666667,0.008626667,0.505674897,1.407490692,1.000000000,0.000000000,things_global_pa_inclination_elliptical_annuli,0.0224974428694,0.0356272089896,0.0289373109606,-0.0131297661202,-0.00643986809121
NGC2976,C,1.29,0.568282,6,0.541666667,0.026615333,0.505674897,1.407490692,1.000000000,0.000000000,things_global_pa_inclination_elliptical_annuli,0.0199716189851,0.0335285241623,0.0264154553555,-0.0135569051772,-0.00644383637034
NGC2976,C,1.35,0.594714,7,0.625000000,0.030286000,0.505717975,1.038288376,0.768421053,0.231578947,things_global_pa_inclination_elliptical_annuli,0.0320468168895,0.0459330823519,0.0385134232696,-0.0138862654624,-0.00646660638009
NGC2976,C,1.42,0.625551,7,0.625000000,0.000551000,0.505717975,1.038288376,0.768421053,0.231578947,things_global_pa_inclination_elliptical_annuli,0.0472209852289,0.0614235228081,0.0537179948898,-0.0142025375793,-0.00649700966095
NGC2976,C,1.49,0.656388,7,0.625000000,0.031388000,0.505717975,1.038288376,0.768421053,0.231578947,things_global_pa_inclination_elliptical_annuli,0.0527814689969,0.0672661204431,0.0593093172626,-0.0144846514462,-0.0065278482657
NGC2976,C,1.56,0.687225,8,0.708333333,0.021108333,0.009616138,0.601884984,0.400000000,0.600000000,things_global_pa_inclination_elliptical_annuli,0.0537786884403,0.0685138755162,0.060335086179,-0.014735187076,-0.00655639773875
NGC2976,C,1.63,0.718062,8,0.708333333,0.009728667,0.009616138,0.601884984,0.400000000,0.600000000,things_global_pa_inclination_elliptical_annuli,0.0409057807142,0.055763424376,0.0474761432104,-0.0148576436617,-0.00657036249615
NGC2976,C,1.74,0.76652,9,0.791666667,0.025146667,0.003262244,0.206638023,0.178947368,0.821052632,things_global_pa_inclination_elliptical_annuli,0.0278523910825,0.0427011447119,0.0344217438554,-0.0148487536294,-0.00656935277293
NGC2976,C,1.93,0.85022,10,0.875000000,0.024780000,0.003352356,0.099441825,0.094736842,0.905263158,things_global_pa_inclination_elliptical_annuli,0.0272181367091,0.0411128041961,0.0336854646318,-0.013894667487,-0.00646732792266
NGC2976,C,2.1,0.92511,11,0.958333333,0.033223333,0.000664228,0.000000000,0.010526316,0.989473684,things_global_pa_inclination_elliptical_annuli,0.0319179730851,0.0187967808631,0.0254777304082,0.013121192222,0.00644024267689
NGC2976,C,2.27,1,11,0.958333333,0.041666667,0.000664228,0.000000000,0.010526316,0.989473684,things_global_pa_inclination_elliptical_annuli,0.00870596102997,0.0213350933137,0.0152260750753,-0.0126291322837,-0.00652011404529
NGC3198,A,0.32,0.00725953,0,0.041666667,0.034407137,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.761151181963,0.780859789759,0.765523463828,-0.0197086077955,-0.00437228186459
NGC3198,A,0.64,0.0145191,0,0.041666667,0.027147567,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.388504358935,0.407066167319,0.394790554569,-0.0185618083833,-0.00628619563321
NGC3198,A,0.96,0.0217786,0,0.041666667,0.019888067,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.44694725452,0.463967581125,0.453632291795,-0.0170203266051,-0.00668503727528
NGC3198,A,1.28,0.0290381,0,0.041666667,0.012628567,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.271992817869,0.287674013255,0.278647134479,-0.0156811953854,-0.00665431661022
NGC3198,A,1.61,0.0365245,0,0.041666667,0.005142167,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.159475542028,0.173837076224,0.1659896584,-0.0143615341955,-0.00651411637198
NGC3198,A,1.93,0.043784,0,0.041666667,0.002117333,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.0706802778264,0.0838326418918,0.0771192670644,-0.0131523640655,-0.00643898923798
NGC3198,A,2.24,0.0508167,0,0.041666667,0.009150033,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.0619976335101,0.0748777917414,0.0684596839589,-0.0128801582313,-0.00646205044882
NGC3198,A,2.57,0.0583031,0,0.041666667,0.016636433,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.0418120868459,0.0543335219462,0.0483769136841,-0.0125214351003,-0.00656482683817
NGC3198,A,2.89,0.0655626,0,0.041666667,0.023895933,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.0530530332054,0.0407947022072,0.046224509705,0.0122583309982,0.00682852350037
NGC3198,A,3.21,0.0728221,0,0.041666667,0.031155433,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.024540729826,0.0122811528147,0.0177150097145,0.0122595770113,0.00682572011147
NGC3198,A,3.54,0.0803085,0,0.041666667,0.038641833,1.163184806,0.251962761,0.778947368,0.221052632,things_global_pa_inclination_elliptical_annuli,0.0257429196116,0.0133851961167,0.019061453451,0.012357723495,0.00668146616062
NGC3198,A,3.85,0.0873412,1,0.125000000,0.037658800,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0203879558544,0.00788239573859,0.0138149593719,0.0125055601158,0.00657299648252
NGC3198,A,4.17,0.0946007,1,0.125000000,0.030399300,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.000631187970432,0.0120270005868,0.00587943634392,-0.0113958126164,-0.00524824837349
NGC3198,A,4.5,0.102087,1,0.125000000,0.022913000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0235958141248,0.0362897495167,0.0300959607938,-0.0126939353919,-0.00650014666906
NGC3198,A,4.82,0.109347,1,0.125000000,0.015653000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.00302813173205,0.00971479412393,0.00345954257937,-0.00668666239188,-0.000431410847319
NGC3198,A,5.15,0.116833,1,0.125000000,0.008167000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.00922832355956,0.00350612085507,0.00273863368285,0.0057222027045,0.00648968987671
NGC3198,A,5.46,0.123866,1,0.125000000,0.001134000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.00500241340805,0.017737374487,0.0114919788543,-0.0127349610789,-0.00648956544621
NGC3198,A,5.78,0.131125,1,0.125000000,0.006125000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.00927094231959,0.0219810558387,0.0157667424588,-0.0127101135192,-0.00649580013919
NGC3198,A,6.1,0.138385,1,0.125000000,0.013385000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0115701238334,0.024245296781,0.0180756139632,-0.0126751729476,-0.00650549012976
NGC3198,A,6.43,0.145871,1,0.125000000,0.020871000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0185316997905,0.0311485555524,0.0250561109183,-0.0126168557619,-0.00652441112783
NGC3198,A,6.74,0.152904,1,0.125000000,0.027904000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0157830301321,0.0282754673399,0.0223631578546,-0.0124924372078,-0.00658012772248
NGC3198,A,7.06,0.160163,1,0.125000000,0.035163000,1.132381434,0.466212163,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.00487686069489,0.0172095113833,0.0115859411968,-0.0123326506884,-0.00670908050192
NGC3198,A,8.04,0.182396,2,0.208333333,0.025937333,1.192689099,0.790985056,0.800000000,0.200000000,things_global_pa_inclination_elliptical_annuli,0.000897338185769,0.0131595885024,0.00835365430482,-0.0122622503166,-0.00745631611905
NGC3198,A,9.04,0.205082,2,0.208333333,0.003251333,1.192689099,0.790985056,0.800000000,0.200000000,things_global_pa_inclination_elliptical_annuli,0.00255895357015,0.0102864498123,0.00612532506362,-0.00772749624219,-0.00356637149347
NGC3198,A,10.04,0.227768,2,0.208333333,0.019434667,1.192689099,0.790985056,0.800000000,0.200000000,things_global_pa_inclination_elliptical_annuli,0.0168644666055,0.00314632192507,0.00688681966533,0.0137181446805,0.0099776469402
NGC3198,A,11.04,0.250454,3,0.291666667,0.041212667,1.143454836,0.981344349,0.757894737,0.242105263,things_global_pa_inclination_elliptical_annuli,0.0194265776766,0.00476530496483,0.00821121498905,0.0146612727117,0.0112153626875
NGC3198,A,12.05,0.273367,3,0.291666667,0.018299667,1.143454836,0.981344349,0.757894737,0.242105263,things_global_pa_inclination_elliptical_annuli,0.0113195802606,0.00448645121729,0.00130334825465,0.0068331290433,0.0100162320059
NGC3198,A,14.05,0.318739,3,0.291666667,0.027072333,1.143454836,0.981344349,0.757894737,0.242105263,things_global_pa_inclination_elliptical_annuli,0.01060778516,0.00893048457746,0.00630153811022,0.00167730058251,0.00430624704975
NGC3198,A,16.07,0.364564,4,0.375000000,0.010436000,1.046565575,0.970624147,0.694736842,0.305263158,things_global_pa_inclination_elliptical_annuli,0.00170421218019,0.0243066618884,0.0222253824439,-0.0226024497082,-0.0205211702637
NGC3198,A,18.13,0.411298,4,0.375000000,0.036298000,1.046565575,0.970624147,0.694736842,0.305263158,things_global_pa_inclination_elliptical_annuli,0.0108651987465,0.0221484736816,0.020434705282,-0.0112832749352,-0.0095695065355
NGC3198,A,20.05,0.454855,5,0.458333333,0.003478333,0.962424947,0.874983167,0.610526316,0.389473684,things_global_pa_inclination_elliptical_annuli,0.0153521959308,0.0234025980193,0.0219057952683,-0.00805040208853,-0.00655359933753
NGC3198,A,22.12,0.501815,6,0.541666667,0.039851667,0.891075424,1.105737157,0.821052632,0.178947368,things_global_pa_inclination_elliptical_annuli,0.0119052769167,0.0338357819878,0.0325426638203,-0.0219305050711,-0.0206373869036
NGC3198,A,24.03,0.545145,6,0.541666667,0.003478333,0.891075424,1.105737157,0.821052632,0.178947368,things_global_pa_inclination_elliptical_annuli,0.00246543809231,0.0551462615923,0.0540120692952,-0.0526808235,-0.0515466312029
NGC3198,A,26.1,0.592105,7,0.625000000,0.032895000,0.777173277,1.121682475,0.863157895,0.136842105,things_global_pa_inclination_elliptical_annuli,0.0103783024023,0.0694838316044,0.068469864875,-0.0591055292021,-0.0580915624726
NGC3198,A,28.16,0.638838,7,0.625000000,0.013838000,0.777173277,1.121682475,0.863157895,0.136842105,things_global_pa_inclination_elliptical_annuli,0.0206426055776,0.0856138596621,0.0846928084957,-0.0649712540845,-0.0640502029181
NGC3198,A,30.08,0.682396,8,0.708333333,0.025937333,0.406083488,0.301874714,0.263157895,0.736842105,things_global_pa_inclination_elliptical_annuli,0.0287752761534,0.10065574013,0.0998281782953,-0.0718804639766,-0.0710529021419
NGC3198,A,32.14,0.729129,8,0.708333333,0.020795667,0.406083488,0.301874714,0.263157895,0.736842105,things_global_pa_inclination_elliptical_annuli,0.0131309938494,0.0929666483146,0.0922300372214,-0.0798356544651,-0.0790990433719
NGC3198,A,34.06,0.772686,9,0.791666667,0.018980667,0.165471701,0.137214139,0.189473684,0.810526316,things_global_pa_inclination_elliptical_annuli,0.00452624947119,0.0904794605635,0.0898031289115,-0.0859532110923,-0.0852768794403
NGC3198,A,36.12,0.819419,9,0.791666667,0.027752333,0.165471701,0.137214139,0.189473684,0.810526316,things_global_pa_inclination_elliptical_annuli,0.00905990808257,0.100098137452,0.0994666429544,-0.0910382293696,-0.0904067348718
NGC3198,A,38.19,0.866379,10,0.875000000,0.008621000,0.001440530,0.171418207,0.157894737,0.842105263,things_global_pa_inclination_elliptical_annuli,0.00642048790065,0.102456200414,0.101864767963,-0.0960357125133,-0.0954442800626
NGC3198,A,40.1,0.90971,10,0.875000000,0.034710000,0.001440530,0.171418207,0.157894737,0.842105263,things_global_pa_inclination_elliptical_annuli,0.00359074656563,0.1040447895,0.103485869835,-0.100454042934,-0.0998951232697
NGC3198,A,42.17,0.95667,11,0.958333333,0.001663333,0.000000000,0.106807051,0.094736842,0.905263158,things_global_pa_inclination_elliptical_annuli,0.0135498933698,0.117332773871,0.116796733128,-0.103782880501,-0.103246839758
NGC3198,A,44.08,1,11,0.958333333,0.041666667,0.000000000,0.106807051,0.094736842,0.905263158,things_global_pa_inclination_elliptical_annuli,0.0109304504531,0.121751709509,0.121259982497,-0.110821259056,-0.110329532044
NGC5055,C,0.72,0.0131892,0,0.041666667,0.028477467,2.271271819,0.824264231,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.174382036136,0.186473572357,0.163629293449,-0.0120915362202,0.0107527426872
NGC5055,C,1.43,0.0261953,0,0.041666667,0.015471367,2.271271819,0.824264231,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.106153163913,0.120795648686,0.0982152621793,-0.0146424847737,0.00793790173333
NGC5055,C,2.16,0.0395677,0,0.041666667,0.002098967,2.271271819,0.824264231,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.117127247291,0.13342904523,0.1116414541,-0.0163017979391,0.00548579319122
NGC5055,C,2.87,0.0525737,0,0.041666667,0.010907033,2.271271819,0.824264231,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.110933857667,0.128258434799,0.107249345177,-0.0173245771325,0.0036845124894
NGC5055,C,3.59,0.065763,0,0.041666667,0.024096333,2.271271819,0.824264231,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.110981516993,0.129773829059,0.110522712396,-0.0187923120664,0.000458804596842
NGC5055,C,4.3,0.078769,0,0.041666667,0.037102333,2.271271819,0.824264231,0.968421053,0.031578947,things_global_pa_inclination_elliptical_annuli,0.134239652377,0.153678077172,0.135816841192,-0.0194384247953,-0.00157718881559
NGC5055,C,5.03,0.0921414,1,0.125000000,0.032858600,1.899702371,1.236451015,0.947368421,0.052631579,things_global_pa_inclination_elliptical_annuli,0.128968126487,0.148664077516,0.131924403937,-0.0196959510294,-0.00295627744984
NGC5055,C,5.75,0.105331,1,0.125000000,0.019669000,1.899702371,1.236451015,0.947368421,0.052631579,things_global_pa_inclination_elliptical_annuli,0.121495997172,0.141239273812,0.125391831988,-0.0197432766395,-0.00389583481542
NGC5055,C,6.46,0.118337,1,0.125000000,0.006663000,1.899702371,1.236451015,0.947368421,0.052631579,things_global_pa_inclination_elliptical_annuli,0.131171034325,0.150855795213,0.135706168744,-0.0196847608878,-0.00453513441815
NGC5055,C,7.18,0.131526,1,0.125000000,0.006526000,1.899702371,1.236451015,0.947368421,0.052631579,things_global_pa_inclination_elliptical_annuli,0.134117006079,0.153557213108,0.139454242436,-0.0194402070293,-0.00533723635753
NGC5055,C,7.91,0.144898,1,0.125000000,0.019898000,1.899702371,1.236451015,0.947368421,0.052631579,things_global_pa_inclination_elliptical_annuli,0.126993406142,0.146040687842,0.132903622583,-0.0190472817005,-0.00591021644159
NGC5055,C,8.62,0.157904,1,0.125000000,0.032904000,1.899702371,1.236451015,0.947368421,0.052631579,things_global_pa_inclination_elliptical_annuli,0.128378954631,0.146932922419,0.134669602131,-0.018553967788,-0.00629064749963
NGC5055,C,11.49,0.210478,2,0.208333333,0.002144667,1.422705470,1.296627557,0.957894737,0.042105263,things_global_pa_inclination_elliptical_annuli,0.116516296117,0.132321724766,0.123180503545,-0.0158054286493,-0.00666420742781
NGC5055,C,14.3,0.261953,3,0.291666667,0.029713667,1.256544469,1.082241388,0.831578947,0.168421053,things_global_pa_inclination_elliptical_annuli,0.108763062009,0.122273516569,0.11520476755,-0.0135104545604,-0.00644170554174
NGC5055,C,17.19,0.314893,3,0.291666667,0.023226333,1.256544469,1.082241388,0.831578947,0.168421053,things_global_pa_inclination_elliptical_annuli,0.112098164022,0.124384085052,0.11887301311,-0.0122859210301,-0.00677484908807
NGC5055,C,20.07,0.36765,4,0.375000000,0.007350000,1.033984680,0.823650929,0.642105263,0.357894737,things_global_pa_inclination_elliptical_annuli,0.0988409623053,0.111625424713,0.107423288571,-0.0127844624076,-0.00858232626547
NGC5055,C,22.96,0.42059,5,0.458333333,0.037743333,0.773793353,0.693336375,0.463157895,0.536842105,things_global_pa_inclination_elliptical_annuli,0.102277398664,0.117694878929,0.114430597856,-0.0154174802646,-0.0121531991915
NGC5055,C,25.85,0.47353,5,0.458333333,0.015196667,0.773793353,0.693336375,0.463157895,0.536842105,things_global_pa_inclination_elliptical_annuli,0.111111878333,0.13083894427,0.128231189261,-0.0197270659373,-0.0171193109275
NGC5055,C,28.74,0.52647,6,0.541666667,0.015196667,0.773376070,0.677633476,0.442105263,0.557894737,things_global_pa_inclination_elliptical_annuli,0.117935219997,0.142761575009,0.140600613736,-0.0248263550127,-0.0226653937393
NGC5055,C,31.62,0.579227,6,0.541666667,0.037560333,0.773376070,0.677633476,0.442105263,0.557894737,things_global_pa_inclination_elliptical_annuli,0.118439231571,0.14878561308,0.146948808484,-0.0303463815094,-0.0285095769137
NGC5055,C,34.51,0.632167,7,0.625000000,0.007167000,0.754328484,0.839779591,0.589473684,0.410526316,things_global_pa_inclination_elliptical_annuli,0.123252001744,0.159173282538,0.157576367677,-0.0359212807944,-0.0343243659331
NGC5055,C,37.4,0.685107,8,0.708333333,0.023226333,0.715079838,1.118791450,0.852631579,0.147368421,things_global_pa_inclination_elliptical_annuli,0.102518174969,0.145502876569,0.144135652497,-0.0429847016006,-0.041617477528
NGC5055,C,40.29,0.738047,8,0.708333333,0.029713667,0.715079838,1.118791450,0.852631579,0.147368421,things_global_pa_inclination_elliptical_annuli,0.10216788311,0.15127109549,0.150059386323,-0.0491032123805,-0.0478915032134
NGC5055,C,43.17,0.790804,9,0.791666667,0.000862667,0.440199513,0.721380684,0.494736842,0.505263158,things_global_pa_inclination_elliptical_annuli,0.102609042729,0.15780550683,0.156721024173,-0.0551964641003,-0.0541119814433
NGC5055,C,45.92,0.84118,10,0.875000000,0.033820000,0.011838287,0.112305553,0.147368421,0.852631579,things_global_pa_inclination_elliptical_annuli,0.101237299778,0.161707789578,0.160716726127,-0.0604704898001,-0.0594794263484
NGC5055,C,48.81,0.89412,10,0.875000000,0.019120000,0.011838287,0.112305553,0.147368421,0.852631579,things_global_pa_inclination_elliptical_annuli,0.0941582525974,0.161125670881,0.160233230787,-0.0669674182838,-0.0660749781893
NGC5055,C,51.7,0.94706,11,0.958333333,0.011273333,0.002736381,0.026611182,0.073684211,0.926315789,things_global_pa_inclination_elliptical_annuli,0.113388999055,0.187265014602,0.186461779747,-0.0738760155464,-0.0730727806919
NGC5055,C,54.59,1,11,0.958333333,0.041666667,0.002736381,0.026611182,0.073684211,0.926315789,things_global_pa_inclination_elliptical_annuli,0.111603949317,0.193268957408,0.192551165336,-0.0816650080912,-0.0809472160186
NGC7331,A,2.67,0.0735335,0,0.041666667,0.031866833,2.337516159,0.545395787,0.978947368,0.021052632,things_global_pa_inclination_elliptical_annuli,0.18196803086,0.195358588965,0.17250630313,-0.0133905581054,0.00946172773009
NGC7331,A,3.21,0.0884054,1,0.125000000,0.036594600,1.559774223,0.712575078,0.915789474,0.084210526,things_global_pa_inclination_elliptical_annuli,0.16451055633,0.178570837414,0.155830288759,-0.014060281084,0.00868026757097
NGC7331,A,3.74,0.103002,1,0.125000000,0.021998000,1.559774223,0.712575078,0.915789474,0.084210526,things_global_pa_inclination_elliptical_annuli,0.160255434558,0.174843199998,0.15224525069,-0.0145877654397,0.0080101838686
NGC7331,A,4.27,0.117598,1,0.125000000,0.007402000,1.559774223,0.712575078,0.915789474,0.084210526,things_global_pa_inclination_elliptical_annuli,0.164052700091,0.179614180548,0.157408580073,-0.015561480457,0.0066441200184
NGC7331,A,4.81,0.13247,1,0.125000000,0.007470000,1.559774223,0.712575078,0.915789474,0.084210526,things_global_pa_inclination_elliptical_annuli,0.151810404443,0.168332192594,0.146690777002,-0.0165217881513,0.0051196274409
NGC7331,A,5.35,0.147342,1,0.125000000,0.022342000,1.559774223,0.712575078,0.915789474,0.084210526,things_global_pa_inclination_elliptical_annuli,0.146601158842,0.163770566431,0.142625974331,-0.0171694075889,0.00397518451095
NGC7331,A,5.88,0.161939,1,0.125000000,0.036939000,1.559774223,0.712575078,0.915789474,0.084210526,things_global_pa_inclination_elliptical_annuli,0.137188049112,0.155145808081,0.134770723486,-0.0179577589688,0.00241732562619
NGC7331,A,6.41,0.176535,2,0.208333333,0.031798333,1.328949915,0.770449447,0.842105263,0.157894737,things_global_pa_inclination_elliptical_annuli,0.130903809964,0.149463378767,0.129852918382,-0.0185595688037,0.00105089158198
NGC7331,A,7.48,0.206004,2,0.208333333,0.002329333,1.328949915,0.770449447,0.842105263,0.157894737,things_global_pa_inclination_elliptical_annuli,0.109297727276,0.128734269363,0.110867348751,-0.0194365420872,-0.00156962147498
NGC7331,A,8.55,0.235472,2,0.208333333,0.027138667,1.328949915,0.770449447,0.842105263,0.157894737,things_global_pa_inclination_elliptical_annuli,0.0812592153183,0.101002160662,0.0851679373983,-0.0197429453439,-0.00390872208002
NGC7331,A,9.62,0.264941,3,0.291666667,0.026725667,1.114110285,0.939863529,0.726315789,0.273684211,things_global_pa_inclination_elliptical_annuli,0.0924879932718,0.111976617301,0.0977175714648,-0.0194886240296,-0.00522957819299
NGC7331,A,10.66,0.293583,3,0.291666667,0.001916333,1.114110285,0.939863529,0.726315789,0.273684211,things_global_pa_inclination_elliptical_annuli,0.0836963493335,0.102625831045,0.0897198768161,-0.0189294817115,-0.00602352748266
NGC7331,A,11.74,0.323327,3,0.291666667,0.031660333,1.114110285,0.939863529,0.726315789,0.273684211,things_global_pa_inclination_elliptical_annuli,0.0758391647589,0.0939689686797,0.0823201337817,-0.0181298039208,-0.00648096902282
NGC7331,A,12.83,0.353346,4,0.375000000,0.021654000,0.935537107,1.030103233,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0792524756523,0.0965579662398,0.085912989691,-0.0173054905875,-0.0066605140387
NGC7331,A,13.91,0.38309,4,0.375000000,0.008090000,0.935537107,1.030103233,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0821554836869,0.0985897446335,0.0888509925281,-0.0164342609466,-0.00669550884118
NGC7331,A,15,0.413109,4,0.375000000,0.038109000,0.935537107,1.030103233,0.747368421,0.252631579,things_global_pa_inclination_elliptical_annuli,0.0917553886012,0.107280769624,0.0983959839794,-0.0155253810223,-0.00664059537821
NGC7331,A,16.08,0.442853,5,0.458333333,0.015480333,0.695078948,1.108258635,0.842105263,0.157894737,things_global_pa_inclination_elliptical_annuli,0.0948225253871,0.109528075189,0.101375532465,-0.0147055498015,-0.00655300707758
NGC7331,A,17.07,0.470118,5,0.458333333,0.011784667,0.695078948,1.108258635,0.842105263,0.157894737,things_global_pa_inclination_elliptical_annuli,0.105532422799,0.119611131398,0.112016828167,-0.0140787085982,-0.00648440536818
NGC7331,A,18.15,0.499862,5,0.458333333,0.041528667,0.695078948,1.108258635,0.842105263,0.157894737,things_global_pa_inclination_elliptical_annuli,0.103141245319,0.116696671187,0.109585008906,-0.0135554258684,-0.00644376358714
NGC7331,A,19.24,0.529882,6,0.541666667,0.011784667,0.468660214,0.550615696,0.357894737,0.642105263,things_global_pa_inclination_elliptical_annuli,0.0986440325137,0.111789590989,0.105083270148,-0.0131455584749,-0.00643923763383
NGC7331,A,20.32,0.559625,6,0.541666667,0.017958333,0.468660214,0.550615696,0.357894737,0.642105263,things_global_pa_inclination_elliptical_annuli,0.0956033647483,0.108384562039,0.102082628505,-0.0127811972907,-0.00647926375661
NGC7331,A,21.41,0.589645,7,0.625000000,0.035355000,0.211730735,0.196629909,0.231578947,0.768421053,things_global_pa_inclination_elliptical_annuli,0.0865888121183,0.0990396029895,0.0931941510596,-0.0124507908712,-0.00660533894126
